Order Date,Sales,Profit,Quantity,Discount,Customer ID,Order ID,Region,State/Province,Segment,Ship Mode,Sub-Category
2023-01-04,1074.48,58.69,6,0.1,CUST-0155,ORD-2023-00980,Central,Illinois,Consumer,Standard Class,Bookcases
2023-01-04,454.72,6.56,5,0.2,CUST-0028,ORD-2023-01116,West,Washington,Corporate,Standard Class,Chairs
2023-01-04,1093.72,213.62,1,0.2,CUST-0028,ORD-2023-01116,West,Washington,Corporate,Standard Class,Copiers
2023-01-04,259.29,16.95,1,0.2,CUST-0143,ORD-2023-01197,West,Washington,Corporate,First Class,Phones
2023-01-04,51.86,8.8,4,0.1,CUST-0143,ORD-2023-01197,West,Washington,Corporate,First Class,Paper
2023-01-04,35.53,7.92,1,0.1,CUST-0248,ORD-2023-01400,East,Massachusetts,Home Office,Standard Class,Paper
2023-01-04,1382.52,165.33,5,0.05,CUST-0191,ORD-2023-02133,Central,Illinois,Home Office,Standard Class,Chairs
2023-01-04,3211.61,403.41,7,0.05,CUST-0191,ORD-2023-02133,Central,Illinois,Home Office,Standard Class,Phones
2023-01-04,1946.0,358.53,8,0.05,CUST-0191,ORD-2023-02133,Central,Illinois,Home Office,Standard Class,Appliances
2023-01-04,4599.42,484.75,8,0.0,CUST-0035,ORD-2023-02987,Central,Ohio,Home Office,Second Class,Bookcases
2023-01-04,1651.28,340.01,4,0.0,CUST-0035,ORD-2023-02987,Central,Ohio,Home Office,Second Class,Appliances
2023-01-04,321.86,15.75,4,0.3,CUST-0035,ORD-2023-02987,Central,Ohio,Home Office,Second Class,Chairs
2023-01-04,2332.37,533.66,4,0.0,CUST-0098,ORD-2023-03885,South,Florida,Consumer,Standard Class,Phones
2023-01-05,3116.99,426.58,4,0.1,CUST-0379,ORD-2023-02030,South,Georgia,Consumer,Second Class,Copiers
2023-01-05,150.73,38.68,6,0.0,CUST-0379,ORD-2023-02030,South,Georgia,Consumer,Second Class,Binders
2023-01-05,54.95,8.72,2,0.0,CUST-0379,ORD-2023-02030,South,Georgia,Consumer,Second Class,Accessories
2023-01-05,73.69,10.53,2,0.0,CUST-0379,ORD-2023-02030,South,Georgia,Consumer,Second Class,Accessories
2023-01-05,1689.92,157.12,5,0.0,CUST-0394,ORD-2023-04495,Central,Illinois,Consumer,Standard Class,Machines
2023-01-06,1199.14,86.06,8,0.15,CUST-0212,ORD-2023-00766,Central,Michigan,Consumer,Second Class,Bookcases
2023-01-06,2350.53,489.53,3,0.0,CUST-0312,ORD-2023-03451,Central,Illinois,Corporate,Second Class,Phones
2023-01-06,378.66,58.86,7,0.05,CUST-0312,ORD-2023-03451,Central,Illinois,Corporate,Second Class,Binders
2023-01-07,4840.83,430.2,7,0.05,CUST-0350,ORD-2023-00602,East,Massachusetts,Corporate,Second Class,Bookcases
2023-01-07,10054.87,2325.78,8,0.0,CUST-0391,ORD-2023-00943,West,California,Corporate,Standard Class,Phones
2023-01-07,125.65,2.27,1,0.2,CUST-0391,ORD-2023-00943,West,California,Corporate,Standard Class,Bookcases
2023-01-07,18.13,4.63,3,0.0,CUST-0391,ORD-2023-00943,West,California,Corporate,Standard Class,Paper
2023-01-07,1764.75,187.8,8,0.2,CUST-0175,ORD-2023-02055,Central,Ohio,Consumer,Standard Class,Phones
2023-01-07,301.93,40.96,3,0.1,CUST-0175,ORD-2023-02055,Central,Ohio,Consumer,Standard Class,Furnishings
2023-01-07,434.89,37.2,7,0.2,CUST-0377,ORD-2023-02092,East,Pennsylvania,Home Office,First Class,Accessories
2023-01-07,1640.2,139.33,3,0.15,CUST-0377,ORD-2023-02092,East,Pennsylvania,Home Office,First Class,Phones
2023-01-07,2778.14,515.3,5,0.1,CUST-0377,ORD-2023-02092,East,Pennsylvania,Home Office,First Class,Phones
2023-01-07,363.47,65.18,1,0.05,CUST-0073,ORD-2023-03512,East,New York,Corporate,Standard Class,Appliances
2023-01-07,368.68,76.69,1,0.0,CUST-0308,ORD-2023-04592,Central,Ohio,Consumer,Standard Class,Appliances
2023-01-08,2873.05,217.1,7,0.15,CUST-0110,ORD-2023-01160,Central,Ohio,Corporate,First Class,Appliances
2023-01-08,2147.6,478.29,8,0.0,CUST-0110,ORD-2023-01160,Central,Ohio,Corporate,First Class,Appliances
2023-01-08,1496.89,153.8,6,0.05,CUST-0016,ORD-2023-02172,West,Oregon,Home Office,Standard Class,Bookcases
2023-01-08,436.45,71.05,5,0.15,CUST-0016,ORD-2023-02172,West,Oregon,Home Office,Standard Class,Accessories
2023-01-08,59.65,8.38,3,0.2,CUST-0331,ORD-2023-03838,South,Texas,Consumer,Standard Class,Paper
2023-01-08,212.31,22.63,6,0.1,CUST-0331,ORD-2023-03838,South,Texas,Consumer,Standard Class,Furnishings
2023-01-08,13.29,4.25,1,0.0,CUST-0331,ORD-2023-03838,South,Texas,Consumer,Standard Class,Paper
2023-01-08,1710.96,297.81,8,0.0,CUST-0059,ORD-2023-04482,Central,Illinois,Home Office,Standard Class,Chairs
2023-01-08,160.51,36.25,5,0.1,CUST-0059,ORD-2023-04482,Central,Illinois,Home Office,Standard Class,Paper
2023-01-08,220.07,20.03,2,0.2,CUST-0059,ORD-2023-04482,Central,Illinois,Home Office,Standard Class,Storage
2023-01-08,35.61,6.94,2,0.05,CUST-0059,ORD-2023-04482,Central,Illinois,Home Office,Standard Class,Binders
2023-01-09,774.73,60.31,3,0.0,CUST-0259,ORD-2023-01816,West,Washington,Home Office,Standard Class,Chairs
2023-01-09,5381.42,198.63,6,0.1,CUST-0259,ORD-2023-01816,West,Washington,Home Office,Standard Class,Machines
2023-01-09,317.54,59.71,7,0.05,CUST-0260,ORD-2023-04061,Central,Michigan,Home Office,Standard Class,Binders
2023-01-09,59.96,3.4,1,0.1,CUST-0260,ORD-2023-04061,Central,Michigan,Home Office,Standard Class,Storage
2023-01-09,1051.47,76.08,7,0.15,CUST-0260,ORD-2023-04061,Central,Michigan,Home Office,Standard Class,Tables
2023-01-09,220.15,52.51,1,0.0,CUST-0351,ORD-2023-05037,Central,Michigan,Consumer,First Class,Phones
2023-01-10,459.96,44.92,5,0.05,CUST-0335,ORD-2023-00906,South,Florida,Home Office,Second Class,Storage
2023-01-10,279.56,58.91,1,0.05,CUST-0225,ORD-2023-01995,South,Florida,Consumer,Second Class,Phones
2023-01-10,112.63,28.62,4,0.05,CUST-0225,ORD-2023-01995,South,Florida,Consumer,Second Class,Paper
2023-01-10,196.74,20.53,2,0.0,CUST-0309,ORD-2023-02807,South,Florida,Corporate,First Class,Chairs
2023-01-10,549.05,95.02,6,0.0,CUST-0309,ORD-2023-02807,South,Florida,Corporate,First Class,Accessories
2023-01-10,159.11,29.66,5,0.05,CUST-0309,ORD-2023-02807,South,Florida,Corporate,First Class,Binders
2023-01-10,173.04,21.64,2,0.05,CUST-0309,ORD-2023-02807,South,Florida,Corporate,First Class,Accessories
2023-01-10,220.39,27.95,7,0.2,CUST-0158,ORD-2023-03817,Central,Michigan,Consumer,Standard Class,Binders
2023-01-10,133.17,32.63,7,0.0,CUST-0158,ORD-2023-03817,Central,Michigan,Consumer,Standard Class,Binders
2023-01-10,288.54,57.44,2,0.1,CUST-0354,ORD-2023-04007,West,California,Consumer,Standard Class,Phones
2023-01-10,1033.97,-46.87,6,0.2,CUST-0354,ORD-2023-04007,West,California,Consumer,Standard Class,Tables
2023-01-11,916.34,171.72,1,0.1,CUST-0388,ORD-2023-01135,Central,Ohio,Consumer,Standard Class,Phones
2023-01-11,247.74,41.15,4,0.1,CUST-0263,ORD-2023-02539,South,Georgia,Corporate,Standard Class,Accessories
2023-01-11,52.45,11.84,3,0.1,CUST-0263,ORD-2023-02539,South,Georgia,Corporate,Standard Class,Paper
2023-01-11,447.48,60.16,4,0.2,CUST-0263,ORD-2023-02539,South,Georgia,Corporate,Standard Class,Furnishings
2023-01-11,113.06,9.52,3,0.05,CUST-0263,ORD-2023-02539,South,Georgia,Corporate,Standard Class,Furnishings
2023-01-11,21.67,3.98,2,0.15,CUST-0140,ORD-2023-02628,Central,Michigan,Consumer,Standard Class,Paper
2023-01-11,1118.87,19.44,3,0.15,CUST-0417,ORD-2023-05067,West,Washington,Consumer,Standard Class,Tables
2023-01-11,1012.37,57.19,5,0.1,CUST-0417,ORD-2023-05067,West,Washington,Consumer,Standard Class,Furnishings
2023-01-12,27.76,5.73,2,0.05,CUST-0232,ORD-2023-02414,Central,Michigan,Consumer,First Class,Binders
2023-01-12,1132.24,178.47,3,0.0,CUST-0367,ORD-2023-03091,Central,Michigan,Home Office,Standard Class,Appliances
2023-01-12,2581.98,99.81,5,0.1,CUST-0367,ORD-2023-03091,Central,Michigan,Home Office,Standard Class,Bookcases
2023-01-12,878.95,113.24,4,0.0,CUST-0367,ORD-2023-03091,Central,Michigan,Home Office,Standard Class,Furnishings
2023-01-12,98.97,19.81,5,0.15,CUST-0367,ORD-2023-03091,Central,Michigan,Home Office,Standard Class,Binders
2023-01-12,2244.03,313.99,5,0.1,CUST-0079,ORD-2023-04796,South,Georgia,Home Office,Standard Class,Chairs
2023-01-12,32.73,7.36,2,0.0,CUST-0079,ORD-2023-04796,South,Georgia,Home Office,Standard Class,Binders
2023-01-12,521.68,94.19,1,0.0,CUST-0079,ORD-2023-04796,South,Georgia,Home Office,Standard Class,Phones
2023-01-13,86.91,4.19,2,0.3,CUST-0389,ORD-2023-02808,Central,Michigan,Consumer,Second Class,Storage
2023-01-13,1601.82,118.44,3,0.2,CUST-0389,ORD-2023-02808,Central,Michigan,Consumer,Second Class,Phones
2023-01-13,778.54,74.21,1,0.05,CUST-0389,ORD-2023-02808,Central,Michigan,Consumer,Second Class,Machines
2023-01-13,3766.53,521.0,4,0.0,CUST-0065,ORD-2023-03334,West,Washington,Corporate,Standard Class,Tables
2023-01-13,699.71,78.95,6,0.0,CUST-0065,ORD-2023-03334,West,Washington,Corporate,Standard Class,Storage
2023-01-14,584.08,48.91,6,0.0,CUST-0073,ORD-2023-00396,East,New York,Consumer,Standard Class,Chairs
2023-01-14,1717.35,273.13,5,0.05,CUST-0073,ORD-2023-00396,East,New York,Consumer,Standard Class,Appliances
2023-01-14,145.74,17.8,1,0.0,CUST-0073,ORD-2023-00396,East,New York,Consumer,Standard Class,Appliances
2023-01-14,1365.48,192.05,3,0.05,CUST-0362,ORD-2023-03808,East,Massachusetts,Consumer,Standard Class,Chairs
2023-01-14,3225.73,91.22,8,0.15,CUST-0362,ORD-2023-03808,East,Massachusetts,Consumer,Standard Class,Tables
2023-01-14,196.09,38.11,3,0.05,CUST-0362,ORD-2023-03808,East,Massachusetts,Consumer,Standard Class,Accessories
2023-01-14,2701.37,427.43,7,0.1,CUST-0362,ORD-2023-03808,East,Massachusetts,Consumer,Standard Class,Appliances
2023-01-15,1127.89,127.51,7,0.15,CUST-0234,ORD-2023-02263,Central,Illinois,Consumer,First Class,Furnishings
2023-01-15,449.52,40.63,3,0.15,CUST-0234,ORD-2023-02263,Central,Illinois,Consumer,First Class,Phones
2023-01-15,5825.79,997.85,8,0.0,CUST-0064,ORD-2023-02607,East,New York,Consumer,Second Class,Copiers
2023-01-15,39.5,8.13,2,0.05,CUST-0242,ORD-2023-03147,East,Pennsylvania,Consumer,Standard Class,Binders
2023-01-15,862.37,85.97,6,0.3,CUST-0242,ORD-2023-03147,East,Pennsylvania,Consumer,Standard Class,Appliances
2023-01-15,523.2,18.39,4,0.15,CUST-0242,ORD-2023-03147,East,Pennsylvania,Consumer,Standard Class,Tables
2023-01-15,867.28,31.72,2,0.15,CUST-0242,ORD-2023-03147,East,Pennsylvania,Consumer,Standard Class,Bookcases
2023-01-15,61.13,18.21,5,0.0,CUST-0373,ORD-2023-03638,West,California,Home Office,Second Class,Paper
2023-01-15,2163.62,516.04,8,0.0,CUST-0138,ORD-2023-04479,Central,Illinois,Home Office,Standard Class,Phones
2023-01-16,3506.58,545.71,8,0.0,CUST-0149,ORD-2023-00066,West,California,Corporate,Second Class,Appliances
2023-01-16,30.3,4.09,6,0.2,CUST-0149,ORD-2023-00066,West,California,Corporate,Second Class,Paper
2023-01-16,212.82,34.86,2,0.1,CUST-0149,ORD-2023-00066,West,California,Corporate,Second Class,Accessories
2023-01-17,219.72,27.33,2,0.0,CUST-0124,ORD-2023-03282,East,Pennsylvania,Consumer,Standard Class,Storage
2023-01-17,110.68,25.48,5,0.1,CUST-0124,ORD-2023-03282,East,Pennsylvania,Consumer,Standard Class,Binders
2023-01-17,1536.73,149.92,8,0.05,CUST-0124,ORD-2023-03282,East,Pennsylvania,Consumer,Standard Class,Appliances
2023-01-17,2197.77,256.56,4,0.0,CUST-0124,ORD-2023-03282,East,Pennsylvania,Consumer,Standard Class,Bookcases
2023-01-17,247.64,48.76,6,0.2,CUST-0148,ORD-2023-04129,West,Oregon,Consumer,Standard Class,Binders
2023-01-17,4867.94,860.87,6,0.1,CUST-0148,ORD-2023-04129,West,Oregon,Consumer,Standard Class,Copiers
2023-01-17,493.76,2.18,3,0.05,CUST-0148,ORD-2023-04129,West,Oregon,Consumer,Standard Class,Tables
2023-01-17,1265.26,129.89,5,0.2,CUST-0034,ORD-2023-04303,West,Oregon,Corporate,Standard Class,Phones
2023-01-17,3100.48,342.54,6,0.0,CUST-0034,ORD-2023-04303,West,Oregon,Corporate,Standard Class,Chairs
2023-01-18,325.7,48.9,8,0.1,CUST-0096,ORD-2023-00923,South,Texas,Consumer,Standard Class,Binders
2023-01-18,116.69,11.56,6,0.3,CUST-0058,ORD-2023-04008,Central,Illinois,Consumer,First Class,Binders
2023-01-18,257.53,62.5,8,0.05,CUST-0058,ORD-2023-04008,Central,Illinois,Consumer,First Class,Binders
2023-01-19,223.02,15.77,2,0.1,CUST-0386,ORD-2023-01371,South,Florida,Home Office,Standard Class,Storage
2023-01-19,144.41,15.63,6,0.15,CUST-0386,ORD-2023-01371,South,Florida,Home Office,Standard Class,Accessories
2023-01-19,3254.48,322.48,6,0.1,CUST-0386,ORD-2023-01371,South,Florida,Home Office,Standard Class,Tables
2023-01-19,138.17,7.2,5,0.15,CUST-0386,ORD-2023-01371,South,Florida,Home Office,Standard Class,Furnishings
2023-01-19,24.35,4.39,2,0.15,CUST-0366,ORD-2023-05110,South,Florida,Consumer,Second Class,Paper
2023-01-19,2450.2,248.39,4,0.05,CUST-0366,ORD-2023-05110,South,Florida,Consumer,Second Class,Tables
2023-01-19,102.27,21.81,5,0.15,CUST-0366,ORD-2023-05110,South,Florida,Consumer,Second Class,Binders
2023-01-20,2141.48,295.22,8,0.2,CUST-0437,ORD-2023-00472,South,Texas,Consumer,Second Class,Appliances
2023-01-20,34.91,3.04,2,0.2,CUST-0115,ORD-2023-01064,Central,Illinois,Consumer,Standard Class,Furnishings
2023-01-20,154.69,33.49,8,0.0,CUST-0115,ORD-2023-01064,Central,Illinois,Consumer,Standard Class,Paper
2023-01-20,371.52,57.94,1,0.05,CUST-0115,ORD-2023-01064,Central,Illinois,Consumer,Standard Class,Chairs
2023-01-20,1349.1,181.92,7,0.1,CUST-0251,ORD-2023-02331,Central,Michigan,Consumer,Standard Class,Appliances
2023-01-20,850.06,49.88,5,0.1,CUST-0251,ORD-2023-02331,Central,Michigan,Consumer,Standard Class,Chairs
2023-01-20,3428.76,596.37,5,0.15,CUST-0251,ORD-2023-02331,Central,Michigan,Consumer,Standard Class,Phones
2023-01-20,1016.48,123.4,2,0.05,CUST-0430,ORD-2023-03537,East,New York,Home Office,First Class,Phones
2023-01-20,264.55,41.44,5,0.15,CUST-0430,ORD-2023-03537,East,New York,Home Office,First Class,Furnishings
2023-01-20,1833.65,390.42,6,0.0,CUST-0430,ORD-2023-03537,East,New York,Home Office,First Class,Appliances
2023-01-20,54.34,14.8,2,0.0,CUST-0025,ORD-2023-05031,Central,Ohio,Consumer,First Class,Paper
2023-01-20,131.09,21.37,4,0.1,CUST-0025,ORD-2023-05031,Central,Ohio,Consumer,First Class,Storage
2023-01-20,2446.97,71.71,4,0.0,CUST-0025,ORD-2023-05031,Central,Ohio,Consumer,First Class,Tables
2023-01-20,709.32,156.93,8,0.0,CUST-0025,ORD-2023-05031,Central,Ohio,Consumer,First Class,Appliances
2023-01-20,687.42,111.23,7,0.05,CUST-0102,ORD-2023-05137,West,Oregon,Consumer,Standard Class,Accessories
2023-01-20,161.78,20.85,4,0.0,CUST-0102,ORD-2023-05137,West,Oregon,Consumer,Standard Class,Storage
2023-01-20,1101.1,169.41,5,0.0,CUST-0102,ORD-2023-05137,West,Oregon,Consumer,Standard Class,Furnishings
2023-01-21,330.17,45.06,6,0.1,CUST-0050,ORD-2023-01037,East,Massachusetts,Corporate,Standard Class,Binders
2023-01-21,3383.74,711.66,4,0.0,CUST-0050,ORD-2023-01037,East,Massachusetts,Corporate,Standard Class,Phones
2023-01-21,315.97,48.82,8,0.0,CUST-0050,ORD-2023-01037,East,Massachusetts,Corporate,Standard Class,Accessories
2023-01-21,939.22,104.79,1,0.05,CUST-0050,ORD-2023-01037,East,Massachusetts,Corporate,Standard Class,Phones
2023-01-21,124.47,13.23,3,0.1,CUST-0190,ORD-2023-02534,Central,Ohio,Consumer,Standard Class,Furnishings
2023-01-21,393.84,45.27,5,0.1,CUST-0257,ORD-2023-02966,East,Massachusetts,Consumer,Standard Class,Storage
2023-01-21,3256.57,107.99,7,0.15,CUST-0257,ORD-2023-02966,East,Massachusetts,Consumer,Standard Class,Tables
2023-01-21,162.0,4.63,3,0.2,CUST-0257,ORD-2023-02966,East,Massachusetts,Consumer,Standard Class,Furnishings
2023-01-21,104.86,20.64,3,0.1,CUST-0397,ORD-2023-03864,South,Florida,Consumer,Second Class,Accessories
2023-01-21,40.87,8.89,3,0.2,CUST-0397,ORD-2023-03864,South,Florida,Consumer,Second Class,Binders
2023-01-21,401.72,51.03,1,0.15,CUST-0061,ORD-2023-03966,West,Washington,Corporate,Standard Class,Phones
2023-01-21,493.57,93.6,7,0.0,CUST-0061,ORD-2023-03966,West,Washington,Corporate,Standard Class,Storage
2023-01-21,1074.9,23.22,8,0.1,CUST-0061,ORD-2023-03966,West,Washington,Corporate,Standard Class,Tables
2023-01-21,239.47,41.37,2,0.0,CUST-0061,ORD-2023-03966,West,Washington,Corporate,Standard Class,Accessories
2023-01-22,14058.93,2951.61,8,0.0,CUST-0349,ORD-2023-01962,West,Oregon,Home Office,Standard Class,Copiers
2023-01-22,229.12,37.82,4,0.15,CUST-0349,ORD-2023-01962,West,Oregon,Home Office,Standard Class,Accessories
2023-01-22,1768.21,138.95,7,0.05,CUST-0349,ORD-2023-01962,West,Oregon,Home Office,Standard Class,Tables
2023-01-22,1629.21,107.6,6,0.0,CUST-0349,ORD-2023-01962,West,Oregon,Home Office,Standard Class,Bookcases
2023-01-22,38.43,8.27,2,0.2,CUST-0208,ORD-2023-02883,East,New York,Consumer,Standard Class,Paper
2023-01-22,76.03,8.8,1,0.1,CUST-0208,ORD-2023-02883,East,New York,Consumer,Standard Class,Accessories
2023-01-22,475.09,41.63,2,0.0,CUST-0415,ORD-2023-04445,South,Georgia,Consumer,Standard Class,Bookcases
2023-01-22,750.08,110.32,4,0.0,CUST-0415,ORD-2023-04445,South,Georgia,Consumer,Standard Class,Furnishings
2023-01-22,246.26,24.18,2,0.2,CUST-0433,ORD-2023-04502,West,Washington,Consumer,Standard Class,Storage
2023-01-22,2709.93,-6.28,6,0.2,CUST-0433,ORD-2023-04502,West,Washington,Consumer,Standard Class,Tables
2023-01-22,1063.25,74.28,8,0.15,CUST-0433,ORD-2023-04502,West,Washington,Consumer,Standard Class,Storage
2023-01-22,273.3,29.05,4,0.15,CUST-0433,ORD-2023-04502,West,Washington,Consumer,Standard Class,Accessories
2023-01-22,38.39,6.18,6,0.15,CUST-0114,ORD-2023-04750,West,Washington,Consumer,Standard Class,Binders
2023-01-22,1044.7,39.31,4,0.2,CUST-0114,ORD-2023-04750,West,Washington,Consumer,Standard Class,Bookcases
2023-01-22,417.71,25.34,8,0.3,CUST-0390,ORD-2023-04902,West,Washington,Home Office,First Class,Storage
2023-01-22,201.17,30.98,5,0.15,CUST-0390,ORD-2023-04902,West,Washington,Home Office,First Class,Accessories
2023-01-22,1208.93,63.21,1,0.3,CUST-0390,ORD-2023-04902,West,Washington,Home Office,First Class,Copiers
2023-01-23,541.95,42.6,8,0.3,CUST-0334,ORD-2023-00689,West,California,Consumer,Standard Class,Accessories
2023-01-23,1174.54,-11.24,3,0.15,CUST-0334,ORD-2023-00689,West,California,Consumer,Standard Class,Bookcases
2023-01-23,70.87,11.99,5,0.1,CUST-0334,ORD-2023-00689,West,California,Consumer,Standard Class,Binders
2023-01-23,1427.54,277.13,6,0.0,CUST-0334,ORD-2023-00689,West,California,Consumer,Standard Class,Furnishings
2023-01-23,25.24,6.83,5,0.1,CUST-0331,ORD-2023-01332,Central,Illinois,Consumer,Second Class,Paper
2023-01-23,3466.64,696.26,4,0.0,CUST-0331,ORD-2023-01332,Central,Illinois,Consumer,Second Class,Phones
2023-01-23,3922.01,426.51,3,0.0,CUST-0275,ORD-2023-04113,West,Washington,Consumer,Second Class,Machines
2023-01-24,68.1,9.45,3,0.3,CUST-0415,ORD-2023-02011,West,Washington,Consumer,Standard Class,Paper
2023-01-24,4632.47,240.21,8,0.0,CUST-0415,ORD-2023-02011,West,Washington,Consumer,Standard Class,Bookcases
2023-01-24,192.33,21.72,3,0.1,CUST-0147,ORD-2023-03193,Central,Ohio,Corporate,Standard Class,Accessories
2023-01-24,128.71,14.32,4,0.2,CUST-0147,ORD-2023-03193,Central,Ohio,Corporate,Standard Class,Binders
2023-01-25,98.9,16.71,4,0.1,CUST-0243,ORD-2023-01518,East,New York,Consumer,Standard Class,Paper
2023-01-25,186.33,19.33,3,0.2,CUST-0243,ORD-2023-01518,East,New York,Consumer,Standard Class,Accessories
2023-01-25,2144.79,260.04,5,0.1,CUST-0035,ORD-2023-01749,West,California,Consumer,Second Class,Appliances
